,0
0,0.03259102188582931
1,0.016857654454984834
2,0.008977150052253689
3,0.005061347060836852
4,0.003026680289102452
5,0.001928487711120397
6,0.001321811880916357
7,0.0009870657007143434
8,0.000800539501610079
9,0.0006962175979944212
10,0.0006375660230073014
11,0.0006048551752298538
12,0.0005847949393293155
13,0.0005716149994571294
14,0.000560997608616682
15,0.0005520149200622525
16,0.0005439213327398258
17,0.0005362147091156138
18,0.0005274512247914182
19,0.000520124303459722
20,0.0005121098128646346
21,0.0005038913726041626
22,0.0004950987865283553
23,0.00048733340434929624
24,0.00047872706698918983
25,0.0004703205191097888
26,0.00046313345540381434
27,0.0004542700343465965
28,0.0004455715101877493
29,0.00043808575179095247
30,0.0004300461134075054
31,0.0004222104384098202
32,0.00041434809266190445
33,0.0004062523425091058
34,0.0003987948638885947
35,0.00039126307778393054
36,0.00038387639090485336
37,0.0003771939526944022
38,0.00036987554132273157
39,0.0003634628848106201
40,0.00035649014878020224
41,0.00034986939405955907
42,0.0003439033470515694
43,0.0003376637481518888
44,0.0003317526100935148
45,0.0003258702898165211
46,0.00032046405831351874
47,0.0003150597451687125
48,0.00030980304124698574
49,0.00030518104197523955
50,0.0003009383924238916
51,0.00029617154255642423
52,0.00029167434882505663
53,0.000287912500789389
54,0.00028405918523536196
55,0.0002802700461221061
56,0.00027672236153323735
57,0.00027297409791831993
58,0.0002703182149811515
59,0.0002670008119561576
60,0.00026430842013464175
61,0.0002614735345040182
62,0.00025884639159942576
63,0.00025644181483325414
64,0.0002538449848153894
65,0.0002519724117259362
66,0.0002497977699801725
67,0.00024801002353862196
68,0.00024616273377822445
69,0.000244277306150512
70,0.0002425766658104424
71,0.00024110065507037298
72,0.00023979524370848333
73,0.00023825383603772414
74,0.00023724479604944853
75,0.0002361598630419134
76,0.0002347605346585624
77,0.0002335252450263527
78,0.00023256818260831226
79,0.00023171262125418123
80,0.00023082765609225525
81,0.00023004187740817932
82,0.00022912600335465479
83,0.000228173919146814
84,0.00022755340261418106
85,0.00022649645210809206
86,0.0002260180069632562
87,0.00022545130694717435
88,0.0002248609349148215
89,0.00022454454946065587
90,0.0002237629409397154
91,0.00022338218093084704
92,0.00022283522557700052
93,0.00022230073934354421
94,0.00022183494875207543
95,0.00022164968374584402
96,0.00022107594746298024
97,0.00022068660265566514
98,0.0002204115321676779
99,0.00022015393416430535
100,0.00021960424076366636
101,0.00021943194629524702
102,0.00021894150933284047
103,0.00021891622808262973
104,0.0002185932855354622
105,0.0002184092329116538
106,0.00021826887366062562
107,0.00021811023450157206
108,0.00021758734053167116
109,0.00021758795857229935
110,0.00021747261593450925
111,0.0002172792232678538
112,0.00021742481767432763
113,0.00021714307887512924
114,0.0002168306552838268
115,0.00021674730295282124
116,0.0002166562293755955
117,0.00021663120132870973
118,0.00021648609607447205
119,0.00021630537646290447
120,0.0002163492955982552
121,0.00021638899550972771
122,0.00021635382353062075
123,0.00021635537809093616
124,0.00021605819014699332
